idnum,uniq_id,cluster,upm,wt,wave,pais,nationality,estratopri,prov,municipio,estratosec,tamano,ur,fecha,q1,q2,a4,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,q10new
717,MEX18_0717,261,45,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Mujer,22,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
638,MEX18_0638,302,9,1,2018,México,Mexicano,Centro,Distrito Federal,Benito Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Hombre,41,"Salud, falta de servicio",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
649,MEX18_0649,171,17,1,2018,México,Mexicano,Norte,Chihuahua,Chihuahua,"Grande (más de 100,000)",Ciudad grande,Urbano,25/02/2019,Mujer,20,Violencia,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
659,MEX18_0659,322,24,1,2018,México,Mexicano,Norte,Durango,Cuencamé,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,22/02/2019,Hombre,83,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $4,301 - $4,800"
1075,MEX18_1075,171,17,1,2018,México,Mexicano,Norte,Chihuahua,Chihuahua,"Grande (más de 100,000)",Ciudad grande,Urbano,25/02/2019,Hombre,30,Violencia,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
525,MEX18_0525,161,17,1,2018,México,Mexicano,Norte,Chihuahua,Ciudad Juárez,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,27/02/2019,Hombre,58,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
867,MEX18_0867,172,16,1,2018,México,Mexicano,Norte,Chihuahua,Chihuahua,"Grande (más de 100,000)",Ciudad grande,Urbano,24/02/2019,Hombre,36,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
30,MEX18_0030,931,34,1,2018,México,Mexicano,Centro,Puebla,Honey,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,08/03/2019,Mujer,37,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
857,MEX18_0857,162,17,1,2018,México,Mexicano,Norte,Chihuahua,Ciudad Juárez,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,25/02/2019,Hombre,21,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
188,MEX18_0188,192,77,1,2018,México,Mexicano,Norte,Chihuahua,Ojinaga,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,28/02/2019,Mujer,32,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
1379,MEX18_1379,321,24,1,2018,México,Mexicano,Norte,Durango,Cuencamé,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,22/02/2019,Mujer,51,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
1463,MEX18_1463,331,53,1,2018,México,Mexicano,Norte,Durango,Lerdo,"Grande (más de 100,000)",Ciudad mediana,Rural,23/02/2019,Mujer,29,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
816,MEX18_0816,171,17,1,2018,México,Mexicano,Norte,Chihuahua,Chihuahua,"Grande (más de 100,000)",Ciudad grande,Urbano,25/02/2019,Hombre,32,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
1498,MEX18_1498,321,24,1,2018,México,Mexicano,Norte,Durango,Cuencamé,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,22/02/2019,Mujer,60,Desempleo/falta de empleo,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No sabe,No sabe
1140,MEX18_1140,931,34,1,2018,México,Mexicano,Centro,Puebla,Honey,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,08/03/2019,Hombre,22,Corrupción,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,801 - $5,400"
1385,MEX18_1385,312,22,1,2018,México,Mexicano,Centro,Distrito Federal,Cuauhtémoc,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Mujer,22,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,No sabe
1089,MEX18_1089,181,16,1,2018,México,Mexicano,Norte,Chihuahua,Ciudad Juárez,"Grande (más de 100,000)",Ciudad grande,Urbano,24/02/2019,Hombre,68,Violencia,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
1476,MEX18_1476,172,16,1,2018,México,Mexicano,Norte,Chihuahua,Chihuahua,"Grande (más de 100,000)",Ciudad grande,Urbano,24/02/2019,Hombre,43,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
545,MEX18_0545,931,34,1,2018,México,Mexicano,Centro,Puebla,Honey,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,08/03/2019,Hombre,61,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
1238,MEX18_1238,302,9,1,2018,México,Mexicano,Centro,Distrito Federal,Benito Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Hombre,72,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
259,MEX18_0259,301,9,1,2018,México,Mexicano,Centro,Distrito Federal,Benito Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Hombre,68,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
267,MEX18_0267,161,17,1,2018,México,Mexicano,Norte,Chihuahua,Ciudad Juárez,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,27/02/2019,Mujer,80,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
344,MEX18_0344,791,48,1,2018,México,Mexicano,Centro,Morelos,Jiutepec,"Grande (más de 100,000)",Ciudad mediana,Urbano,21/02/2019,Hombre,74,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,Menos de $620
391,MEX18_0391,791,48,1,2018,México,Mexicano,Centro,Morelos,Jiutepec,"Grande (más de 100,000)",Ciudad mediana,Urbano,21/02/2019,Mujer,68,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No sabe,"Entre $1,601 - $2,000"
946,MEX18_0946,652,71,1,2018,México,Mexicano,Centro,Estado de México,Nezahualcóyotl,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,13/03/2019,Mujer,80,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,"Entre $9,301 - $13,000"
1127,MEX18_1127,951,76,1,2018,México,Mexicano,Centro,Puebla,Ocoyucan,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,25/03/2019,Mujer,35,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $620 - $1,200"
1220,MEX18_1220,951,76,1,2018,México,Mexicano,Centro,Puebla,Ocoyucan,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,25/03/2019,Hombre,29,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $1,601 - $2,000"
1267,MEX18_1267,412,38,1,2018,México,Mexicano,Sur,Guerrero,Iguala de la Independencia,"Grande (más de 100,000)",Ciudad mediana,Urbano,03/03/2019,Hombre,43,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
780,MEX18_0780,812,124,1,2018,México,Mexicano,Centro,Morelos,Yautepec,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,23/02/2019,Hombre,72,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
180,MEX18_0180,422,52,1,2018,México,Mexicano,Sur,Guerrero,Leonardo Bravo,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,01/03/2019,Mujer,77,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
171,MEX18_0171,951,76,1,2018,México,Mexicano,Centro,Puebla,Ocoyucan,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,25/03/2019,Mujer,25,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $5,401 - $6,400"
655,MEX18_0655,812,124,1,2018,México,Mexicano,Centro,Morelos,Yautepec,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,04/03/2019,Hombre,49,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
1123,MEX18_1123,812,124,1,2018,México,Mexicano,Centro,Morelos,Yautepec,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,23/02/2019,Hombre,73,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
471,MEX18_0471,401,28,1,2018,México,Mexicano,Sur,Guerrero,Eduardo Neri,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,28/02/2019,Mujer,69,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No votaría,"Entre $1,601 - $2,000"
904,MEX18_0904,761,65,1,2018,México,Mexicano,Centro Occidente,Michoacán,Morelia,"Grande (más de 100,000)",Ciudad grande,Urbano,08/02/2019,Mujer,63,Desempleo/falta de empleo,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No responde,No sabe
1561,MEX18_1561,81,84,1,2018,México,Mexicano,Norte,Coahuila,Parras,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,23/02/2019,Mujer,50,"Drogas, consumo de, drogadicción",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
235,MEX18_0235,851,63,1,2018,México,Mexicano,Norte,Nuevo León,Monterrey,"Grande (más de 100,000)",Ciudad grande,Urbano,28/02/2019,Hombre,66,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
897,MEX18_0897,781,129,1,2018,México,Mexicano,Centro Occidente,Michoacán,Zitácuaro,"Grande (más de 100,000)",Ciudad grande,Rural,06/02/2019,Hombre,37,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,Ningún ingreso
52,MEX18_0052,81,84,1,2018,México,Mexicano,Norte,Coahuila,Parras,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,23/02/2019,Mujer,27,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No responde,"Entre $620 - $1,200"
805,MEX18_0805,751,64,1,2018,México,Mexicano,Centro Occidente,Michoacán,Morelia,"Grande (más de 100,000)",Ciudad grande,Urbano,07/02/2019,Hombre,54,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
239,MEX18_0239,491,128,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapotlán El Grande,"Grande (más de 100,000)",Ciudad mediana,Urbano,13/02/2019,Mujer,53,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,No sabe,No responde,"Entre $7,601 - $9,300"
1122,MEX18_1122,852,63,1,2018,México,Mexicano,Norte,Nuevo León,Monterrey,"Grande (más de 100,000)",Ciudad grande,Urbano,28/02/2019,Hombre,73,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No responde,Ningún ingreso
868,MEX18_0868,82,92,1,2018,México,Mexicano,Norte,Coahuila,Saltillo,"Grande (más de 100,000)",Ciudad grande,Urbano,27/02/2019,Hombre,24,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
639,MEX18_0639,1161,121,1,2018,México,Mexicano,Norte,Tamaulipas,Villagrán,"Grande (más de 100,000)",Ciudad grande,Urbano,02/03/2019,Mujer,41,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No sabe,"Entre $1,201 - $1,600"
1318,MEX18_1318,481,8,1,2018,México,Mexicano,Centro Occidente,Jalisco,Atotonilco El Alto,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,18/02/2019,Mujer,49,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
12,MEX18_0012,741,85,1,2018,México,Mexicano,Centro Occidente,Michoacán,Pátzcuaro,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,10/02/2019,Hombre,49,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,"Entre $620 - $1,200"
1453,MEX18_1453,112,119,1,2018,México,Mexicano,Centro Occidente,Colima,Villa de Alvarez,"Grande (más de 100,000)",Ciudad grande,Urbano,12/02/2019,Mujer,63,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
261,MEX18_0261,862,99,1,2018,México,Mexicano,Norte,Nuevo León,San Nicolás de los Garza,"Grande (más de 100,000)",Ciudad grande,Urbano,28/02/2019,Mujer,27,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
122,MEX18_0122,742,85,1,2018,México,Mexicano,Centro Occidente,Michoacán,Pátzcuaro,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,10/02/2019,Hombre,23,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
1065,MEX18_1065,621,58,1,2018,México,Mexicano,Centro,Estado de México,Metepec,"Grande (más de 100,000)",Ciudad grande,Urbano,03/02/2019,Mujer,34,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
361,MEX18_0361,102,61,1,2018,México,Mexicano,Norte,Coahuila,Monclova,"Grande (más de 100,000)",Ciudad grande,Urbano,24/02/2019,Hombre,82,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,No sabe
1293,MEX18_1293,512,95,1,2018,México,Mexicano,Centro Occidente,Jalisco,San Juan de los Lagos,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,19/02/2019,Mujer,40,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No sabe,"Entre $3,401 - $3,800"
238,MEX18_0238,761,65,1,2018,México,Mexicano,Centro Occidente,Michoacán,Morelia,"Grande (más de 100,000)",Ciudad grande,Urbano,08/02/2019,Hombre,32,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,No sabe,"Más de $13,000"
671,MEX18_0671,492,128,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapotlán El Grande,"Grande (más de 100,000)",Ciudad mediana,Urbano,13/02/2019,Mujer,33,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $5,401 - $6,400"
