Grado,Apellido Paterno,Apellido Materno,Nombre,Nivel,Institucion de Adscripcion,Area del Conocimiento
DR.,FLORES,GARCIA,EFREN,C,INSTITUTO TECNOLOGICO DE SAN LUIS POTOSI,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,DIAZ DE LEON,ZAPATA,RAMON,C,INSTITUTO TECNOLOGICO DE SAN LUIS POTOSI,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VERA,REVELES,GUSTAVO,1,INSTITUTO TECNOLOGICO DE SAN LUIS POTOSI,Área VII: INGENIERÍAS
DR.,LIMON,LEYVA,PABLO ALBERTO,C,INSTITUTO TECNOLOGICO DE SAN LUIS POTOSI,Área VII: INGENIERÍAS
DR.,CASTILLO,LEON,JUAN FRANCISCO,C,INSTITUTO TECNOLOGICO DE SAN LUIS POTOSI,Área VII: INGENIERÍAS
DR.,LARES,VILLA,FERNANDO,1,INSTITUTO TECNOLOGICO DE SONORA,Área II: BIOLOGÍA Y QUÍMICA
DR.,LARES,JIMENEZ,LUIS FERNANDO,C,INSTITUTO TECNOLOGICO DE SONORA,Área II: BIOLOGÍA Y QUÍMICA
DR.,DELGADO,BALBUENA,JOSUE,C,INSTITUTO TECNOLOGICO DE SONORA,Área II: BIOLOGÍA Y QUÍMICA
DR.,MARTINEZ,CARRILLO,JOSE LUIS,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,SANCHEZ,MACHADO,DALIA ISABEL,3,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,LOPEZ,CERVANTES,JAIME,3,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,ESTRADA,ALVARADO,MARIA ISABEL,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,RUIZ,CRUZ,SAUL,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,MEZA,MONTENEGRO,MARIA MERCEDES,2,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,CASILLAS,HERNANDEZ,RAMON,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,MEZA,ESCALANTE,EDNA ROSALBA,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,CAMPAS,BAYPOLI,OLGA NYDIA,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,RODRIGUEZ,RAMIREZ,ROBERTO,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,LUNA,NEVAREZ,PABLO,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,ULLOA,MERCADO,RUTH GABRIELA,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,ALVAREZ,VALENCIA,LUIS HUMBERTO,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,DE LOS SANTOS,VILLALOBOS,SERGIO,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,SANCHEZ,DUARTE,REYNA GUADALUPE,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,CORREA,MURRIETA,MA. ARACELI,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,BLANCO,RIOS,ANA KARINA,C,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,LEYVA,SOTO,LUIS ALONSO,C,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,VILLA,LERMA,ALMA GUADALUPE,C,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,MARTINEZ,MACIAS,MARIA DEL ROSARIO,1,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,PLASCENCIA,JATOMEA,RIGOBERTO,C,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,LEYVA,CORONA,JOSE CLEMENTE,C,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,CUEVAS,ACUÑA,DULCE ALONDRA,C,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,FIGUEROA,LOPEZ,ALEJANDRO MIGUEL,C,INSTITUTO TECNOLOGICO DE SONORA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,LAGARDA,LEYVA,ERNESTO ALONSO,C,INSTITUTO TECNOLOGICO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,WENDLANDT,AMEZAGA,TEODORO RAFAEL,C,INSTITUTO TECNOLOGICO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,NUÑEZ,RAMIREZ,MARCO ALBERTO,C,INSTITUTO TECNOLOGICO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,CARBALLO,MENDIVIL,BLANCA,C,INSTITUTO TECNOLOGICO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,GARATUZA,PAYAN,JAIME,2,INSTITUTO TECNOLOGICO DE SONORA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,YEPEZ,GONZALEZ,ENRICO ARTURO,2,INSTITUTO TECNOLOGICO DE SONORA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ROBLES,MORUA,AGUSTIN,1,INSTITUTO TECNOLOGICO DE SONORA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ALVAREZ,YEPIZ,JUAN CARLOS,C,INSTITUTO TECNOLOGICO DE SONORA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MENDEZ,BARROSO,LUIS ARTURO,1,INSTITUTO TECNOLOGICO DE SONORA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VELARDE,CANTU,JOSE MANUEL,C,INSTITUTO TECNOLOGICO DE SONORA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,SANCHEZ,MEJIA,ZULIA MAYARI,C,INSTITUTO TECNOLOGICO DE SONORA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,FERNANDEZ,NISTAL,MARIA TERESA,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ACOSTA,QUIROZ,CHRISTIAN OSWALDO,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LOZANO,RODRIGUEZ,ARMANDO,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VALES,GARCIA,JAVIER JOSE,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VALDES,CUERVO,ANGEL ALBERTO,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GARCIA,LOPEZ,RAMONA IMELDA,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,OCHOA,AVILA,ENEIDA,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CUEVAS,SALAZAR,OMAR,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GARCIA,FLORES,RAQUEL,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ANGULO,ARMENTA,JOEL,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,TANORI,QUINTANA,JESUS,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,URIAS,MURRIETA,MARICELA,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ZAVALA,GUIRADO,MARTHA ALEJANDRINA,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,SOTELO,QUIÑONEZ,TERESA IVETH,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ECHEVERRIA,CASTRO,SONIA BEATRIZ,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MORTIS,LOZOYA,SONIA VERONICA,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CORDOVA,CARDENAS,GILBERTO MANUEL,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MEJIA,CRUZ,DIANA,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RAMOS,ESTRADA,DORA YOLANDA,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,DURON,RAMOS,MARIA FERNANDA,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GARCIA,VAZQUEZ,FERNANDA INEZ,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MADUEÑO,SERRANO,MARIA LUISA,1,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MANIG,VALENZUELA,AGUSTIN,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MARQUEZ,IBARRA,LORENA,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MERCADO,VARELA,MARTIN ALONSO,C,INSTITUTO TECNOLOGICO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,BUELNA,ACEDO,GERARDO RAMON,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,GORTARES,MOROYOQUI,PABLO,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,BERNAL,REZA,MIGUEL ANGEL,2,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,PALACIO,CINCO,RAMON RENE,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,PEÑALOZA,MEJIA,OLLIN,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,CORTEZ,GONZALEZ,JOAQUIN,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,CASTRO,QUIROA,LUIS ADRIAN,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DRA.,RUIZ,IBARRA,ERICA CECILIA,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DRA.,SERRANO,PALACIOS,DENISSE,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,FIMBRES,WEIHS,GUSTAVO ADOLFO,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,RODRIGUEZ,TORRES,LUIS FELIPE,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,BUENO,SOLANO,ALFREDO,C,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,VILLAVICENCIO,NAVARRO,JESUS RIGOBERTO,C,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,FIGUEROA,DIAZ,RAFAEL ALFONSO,C,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,SOSA,TINOCO,IAN MATEO,C,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,MARQUEZ,BORBON,RAYMUNDO,1,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,DUARTE,SIERRA,ARTURO,C,INSTITUTO TECNOLOGICO DE SONORA,Área VII: INGENIERÍAS
DR.,SANCHEZ,BURGOS,JORGE ALBERTO,C,INSTITUTO TECNOLOGICO DE TEPIC,Área II: BIOLOGÍA Y QUÍMICA
DR.,GUTIERREZ,MARTINEZ,PORFIRIO,1,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,CALDERON,SANTOYO,MONTSERRAT,2,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,RAGAZZO,SANCHEZ,JUAN ARTURO,2,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,MONTALVO,GONZALEZ,EFIGENIA,2,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,SAYAGO,AYERDI,SONIA GUADALUPE,2,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,VELAZQUEZ,ESTRADA,RITA MARIA,1,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,GARCIA,MAGAÑA,MARIA DE LOURDES,C,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,GONZALEZ,ESTRADA,RAMSES RAMON,C,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,ZAMORA,GASGA,VICTOR MANUEL,C,INSTITUTO TECNOLOGICO DE TEPIC,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,NAVARRETE,GUZMAN,ANTONIO,C,INSTITUTO TECNOLOGICO DE TEPIC,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,PARRA,HAKE,MIGUEL PEDRO,2,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,SOMANATHAN,sin apellido Materno,RATNASAMY,3,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,RIVERO,ESPEJEL,IGNACIO ALFREDO,3,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,AGUIRRE,HERNANDEZ,GERARDO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,CHAVEZ,VELASCO,DANIEL,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DRA.,Z FLORES,LOPEZ,LUCIA,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,OCHOA,TERAN,ADRIAN,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DRA.,PINA,LUIS,GEORGINA ESTHER,2,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,MIRANDA,SOTO,VALENTIN,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DRA.,CORTEZ,LEMUS,NORMA AIDE,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,REYNOSO,SOTO,EDGAR ALONSO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,MADRIGAL,PERALTA,DOMINGO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,ALATORRE,MEDA,MANUEL,2,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,RAMIREZ,JIMENEZ,ALEJANDRO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,SERVIN,NAJERA,FELIPE ANTONIO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,ROMERO,GANDARA,JOSE ALFONSO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área II: BIOLOGÍA Y QUÍMICA
DR.,MARQUEZ,LOBATO,BOGART YAIL,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área V: CIENCIAS SOCIALES
DR.,REALYVASQUEZ,VARGAS,ARTURO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área V: CIENCIAS SOCIALES
DR.,HUERTA,LOPEZ,CARLOS ISIDRO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,GOCHI,PONCE,YADIRA,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CORIA,DE LOS RIOS,LUIS NESTOR,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LOPEZ,RENTERIA,JORGE ANTONIO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,TRUJILLO,NAVARRETE,BALTER,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VALLE,TRUJILLO,PAUL ANTONIO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,PLATA,ANTE,CORINA,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SORIA,ARTECHE,JOSE LUCIANO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,LICEA,CLAVERIE,ANGEL,2,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,OROPEZA,GUZMAN,MERCEDES TERESITA,2,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,MELIN,OLMEDA,ELBA PATRICIA,3,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,CASTILLO,LOPEZ,OSCAR,3,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,FELIX,NAVARRO,ROSA MARIA,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,LIN,HO,SHUI WAI,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,PEREZ,SICAIROS,SERGIO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,GARCIA,VALDEZ,JOSE MARIO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,TRUJILLO,REYES,LEONARDO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,VALDEZ,ACOSTA,FEVRIER ADOLFO,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,CAZAREZ,CASTRO,NOHE RAMON,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,MALDONADO,ROBLES,YAZMIN,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,SALAZAR,GASTELUM,MOISES ISRAEL,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,PULIDO,sin apellido Materno,MARTHA ELENA,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,SANCHEZ,VIZCARRA,DANIELA ADRIANA,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,TIRADO,GUIZAR,ANTONIO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,ZAPATA,GONZALEZ,IVAN DE JESUS,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,HERNANDEZ,MORALES,DANIEL EDUARDO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,CARDENAS,VALDEZ,JOSE RICARDO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,PUGA,GUZMAN,SERGIO ALBERTO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DR.,CORTES,ANTONIO,PROMETEO,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,GONZALEZ,BERRELLEZA,CLAUDIA IBETH,1,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,SILVA,CARRILLO,CAROLINA,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,MARTINEZ,MENDIVIL,GABRIELA ELIZABETH,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,AMADOR,ANGULO,GLORIA LETICIA,C,INSTITUTO TECNOLOGICO DE TIJUANA,Área VII: INGENIERÍAS
DRA.,CAMPOS,NAVARRETE,MARIA JOSE,C,INSTITUTO TECNOLOGICO DE TIZIMIN,Área II: BIOLOGÍA Y QUÍMICA
DR.,SANDOVAL,GIO,JUAN JOSE,1,INSTITUTO TECNOLOGICO DE TIZIMIN,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,CANUL,SOLIS,JORGE RODOLFO,C,INSTITUTO TECNOLOGICO DE TIZIMIN,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,CARRILLO,DIAZ,IVAN,C,INSTITUTO TECNOLOGICO DE TLAHUAC,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ARIAS,CASTRO,CARLOS,1,INSTITUTO TECNOLOGICO DE TLAJOMULCO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,GOMEZ,LEYVA,JUAN FLORENCIO,1,INSTITUTO TECNOLOGICO DE TLAJOMULCO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,SEGURA,CASTRUITA,MIGUEL ANGEL,2,INSTITUTO TECNOLOGICO DE TLAJOMULCO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,ANDRADE,GONZALEZ,ISAAC,1,INSTITUTO TECNOLOGICO DE TLAJOMULCO,Área VII: INGENIERÍAS
DRA.,CHAVEZ,RODRIGUEZ,ALEJANDRA,1,INSTITUTO TECNOLOGICO DE TLAJOMULCO,Área VII: INGENIERÍAS
DRA.,FARIAS,CERVANTES,VANIA SBEYDE,C,INSTITUTO TECNOLOGICO DE TLAJOMULCO,Área VII: INGENIERÍAS
DR.,SOLIS,ROMERO,JOSE,1,INSTITUTO TECNOLOGICO DE TLALNEPANTLA,Área VII: INGENIERÍAS
DR.,VARGAS,ARISTA,BENJAMIN,1,INSTITUTO TECNOLOGICO DE TLALNEPANTLA,Área VII: INGENIERÍAS
DR.,GOMEZ,VARGAS,OSCAR ARMANDO,1,INSTITUTO TECNOLOGICO DE TLALNEPANTLA,Área VII: INGENIERÍAS
DRA.,MONTES,RENDON,AZUCENA,1,INSTITUTO TECNOLOGICO DE TLALPAN,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LOPE,ALZINA,DIANA GABRIELA,1,INSTITUTO TECNOLOGICO DE TLALPAN,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ROSAS,FLORES,JORGE ALBERTO,1,INSTITUTO TECNOLOGICO DE TLALPAN,Área VII: INGENIERÍAS
DRA.,GARCIA,ROSALES,GENOVEVA,1,INSTITUTO TECNOLOGICO DE TOLUCA,Área II: BIOLOGÍA Y QUÍMICA
DR.,ILLESCAS,MARTINEZ,FRANCISCO JAVIER,1,INSTITUTO TECNOLOGICO DE TOLUCA,Área II: BIOLOGÍA Y QUÍMICA
DR.,OLAYO,LORTIA,JESUS,C,INSTITUTO TECNOLOGICO DE TOLUCA,Área II: BIOLOGÍA Y QUÍMICA
DR.,PACHECO,SANCHEZ,JUAN HORACIO,2,INSTITUTO TECNOLOGICO DE TOLUCA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,MARTINEZ,GALLEGOS,MARIA SONIA MIREYA,1,INSTITUTO TECNOLOGICO DE TOLUCA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,MACEDO,MIRANDA,GUADALUPE,1,INSTITUTO TECNOLOGICO DE TOLUCA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,ZAVALA,ARCE,ROSA ELVIRA,1,INSTITUTO TECNOLOGICO DE TOLUCA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ALEJO,ELEUTERIO,ROBERTO,1,INSTITUTO TECNOLOGICO DE TOLUCA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GARCIA,RIVAS,JOSE LUIS,C,INSTITUTO TECNOLOGICO DE TOLUCA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
